key,new_vs_harvest,score,red_flag,families,via,title,year,authors,venue,doi,openalex,cited_by,abstract
10.1090/mcom/3644,True,2,False,I,forward:10.1006/jmaa.1997.5202,A weighted randomized Kaczmarz method for solving linear systems,2021,Stefan Steinerberger,Mathematics of Computation,10.1090/mcom/3644,https://openalex.org/W3040050292,6,"The Kaczmarz method for solving a linear system $Ax = b$ interprets such a system as a collection of equations $\left \langle a_i, x\right \rangle = b_i$, where $a_i$ is the $i$-th row of $A$. It then picks such an equation and corrects $x_{k+1} = x_k + \lambda a_i$ where $\lambda$ is chosen so that the $i$-th equation is satisfied. Convergence rates are difficult to establish. Strohmer & Vershynin established that if the order of equations is chosen randomly (with likelihood proportional to the size of $\|a_i\|^2_{\ell ^2}$), then $\mathbb {E}~ \|x_k - x\|_{\ell ^2}$ converges exponentially. We prove that if the $i$-th row is selected with likelihood proportional to $\left |\left \langle a_i, x_k \right \rangle - b_i\right |^{p}$, where $0<p<\infty$, then $\mathbb {E}~\|x_k - x\|_{\ell ^2}$ converges faster than the purely random method. As $p \rightarrow \infty$, the method de-randomizes and explains, among other things, why the maximal correction method works well."
10.5642/tspmcos.2012.01,True,2,False,I,forward:10.1006/jmaa.1997.5202,Two-subspace Projection Method for Coherent Overdetermined Systems,2012,Deanna Needell; Rachel Ward,,10.5642/tspmcos.2012.01,https://openalex.org/W2950353378,6,"We present a Projection onto Convex Sets (POCS) type algorithm for solving systems of linear equations. POCS methods have found many applications ranging from computer tomography to digital signal and image processing. The Kaczmarz method is one of the most popular solvers for overdetermined systems of linear equations due to its speed and simplicity. Here we introduce and analyze an extension of the Kaczmarz method which iteratively projects the estimate onto a solution space given from two randomly selected rows. We show that this projection algorithm provides exponential convergence to the solution in expectation. The convergence rate significantly improves upon that of the standard randomized Kaczmarz method when the system has coherent rows. We also show that the method is robust to noise, and converges exponentially in expectation to the noise floor. Experimental results are provided which confirm that in the coherent case our method significantly outperforms the randomized Kaczmarz method."
10.1109/lsp.2014.2303153,True,2,False,I,forward:10.1006/jmaa.1997.5202,Successive Projection Method for Well-Conditioned Matrix Approximation Problems,2014,Mirai Tanaka; Kazuhide Nakata,IEEE Signal Processing Letters,10.1109/lsp.2014.2303153,https://openalex.org/W2111754487,5,"Matrices are often required to be well-conditioned in a wide variety of areas including signal processing. Problems to find the nearest positive definite matrix or the nearest correlation matrix that simultaneously satisfy the condition number constraint and sign constraints are presented in this paper. Both problems can be regarded as those to find a projection to the intersection of the closed convex cone corresponding to the condition number constraint and the convex polyhedron corresponding to the other constraints. Thus, we can apply a successive projection method, which is a classical algorithm for finding the projection to the intersection of multiple convex sets, to these problems. The numerical results demonstrated that the algorithm effectively solved the problems."
10.1553/etna_vol54s610,True,2,False,I,forward:10.1006/jmaa.1997.5202,On the regularization effect of stochastic gradient descent applied to least-squares. ETNA - Electronic Transactions on Numerical Analysis,2021,Stefan Steinerberger,Oesterreichisches Musiklexikon online (Institut für kunst- und musikhistorische Forschungen der  Österreichischen Akademie der Wissenschaften),10.1553/etna_vol54s610,https://openalex.org/W3202832451,4,"We study the behavior of the stochastic gradient descent methodapplied to $\\|Ax -b \\|_2^2 \\rightarrow \\min$ for invertible matrices $A \\in \\mathbb{R}^{n \\times n}$. We show that there is an explicit constant $c_{A}$ depending (mildly) on $A$ such that$$ \\mathbb{E}\\left\\| Ax_{k+1}-b\\right\\|^2_{2} \\leq \\left(1 + \\frac{c_{A}}{\\|A\\|_F^2}\\right) \\left\\|A x_k -b \\right\\|^2_{2} - \\frac{2}{\\|A\\|_F^2} \\left\\|A^T A (x_k - x)\\right\\|^2_{2}.$$This is a curious inequality since the last term involves one additional matrix multiplication applied to the error $x_k - x$ compared to the remaining terms: if the projection of $x_k - x$ onto the subspace of singular vectors corresponding to large singular values is large, then the stochastic gradient descent method leads to a fast regularization. For symmetric matrices, this inequality has an extension to higher-order Sobolev spaces. This explains a (known) regularization phenomenon: an energy cascade from large singular values to small singular values acts as a regularizer."
10.1137/s0363012998338806,True,2,False,D,backward:10.1007/s10107-021-01639-w,A Modified Forward-Backward Splitting Method for Maximal Monotone Mappings,2000,Paul Tseng,SIAM Journal on Control and Optimization,10.1137/s0363012998338806,https://openalex.org/W2055467852,1244,"We consider the forward-backward splitting method for finding a zero of the sum of two maximal monotone mappings. This method is known to converge when the inverse of the forward mapping is strongly monotone. We propose a modification to this method, in the spirit of the extragradient method for monotone variational inequalities, under which the method converges assuming only the forward mapping is (Lipschitz) continuous on some closed convex subset of its domain. The modification entails an additional forward step and a projection step at each iteration. Applications of the modified method to decomposition in convex programming and monotone variational inequalities are discussed."
10.1007/s10107-016-1009-3,True,2,False,D,backward:10.1007/s10107-021-01639-w,Smooth strongly convex interpolation and exact worst-case performance of first-order methods,2016,Adrien Taylor; Julien M. Hendrickx; François Glineur,Mathematical Programming,10.1007/s10107-016-1009-3,https://openalex.org/W1962121538,159,
10.1287/moor.2016.0827,True,2,False,D,backward:10.1007/s10107-021-01639-w,Faster Convergence Rates of Relaxed Peaceman-Rachford and ADMM Under Regularity Assumptions,2017,Damek Davis; Wotao Yin,Mathematics of Operations Research,10.1287/moor.2016.0827,https://openalex.org/W1825307613,101,"In this paper, we provide a comprehensive convergence rate analysis of the Douglas-Rachford splitting (DRS), Peaceman-Rachford splitting (PRS), and alternating direction method of multipliers (ADMM) algorithms under various regularity assumptions including strong convexity, Lipschitz differentiability, and bounded linear regularity. The main consequence of this work is that relaxed PRS and ADMM automatically adapt to the regularity of the problem and achieve convergence rates that improve upon the (tight) worst-case rates that hold in the absence of such regularity. All of the results are obtained using simple techniques."
10.48550/arxiv.1402.5460,True,2,False,D,backward:10.1007/s10107-021-01639-w,Linear and strong convergence of algorithms involving averaged\n nonexpansive operators,2014,Heinz H. Bauschke; Dominikus Noll; Hung M. Phan,arXiv (Cornell University),10.48550/arxiv.1402.5460,https://openalex.org/W2962704982,92,"We introduce regularity notions for averaged nonexpansive operators. Combined\nwith regularity notions of their fixed point sets, we obtain linear and strong\nconvergence results for quasicyclic, cyclic, and random iterations. New\nconvergence results on the Borwein-Tam method (BTM) and on the cylically\nanchored Douglas-Rachford algorithm (CADRA) are also presented. Finally, we\nprovide a numerical comparison of BTM, CADRA and the classical method of cyclic\nprojections for solving convex feasibility problems.\n"
10.23919/ecc65951.2025.11187196,True,2,False,D,forward:10.1007/s10107-021-01639-w,Mixed Small Gain and Phase Theorem: A new view using Scale Relative Graphs,2025,Eder Baron-Prada; Adolfo Anta; Alberto Padoan; Florian Dörfler,,10.23919/ecc65951.2025.11187196,https://openalex.org/W4415180519,2,"We introduce a novel approach to feedback stability analysis for linear time-invariant (LTI) systems, overcoming the limitations of the sectoriality assumption in the small phase theorem. While phase analysis for single-input single-output (SISO) systems is well-established, multi-input multi-output (MIMO) systems lack a comprehensive phase analysis until recent advances introduced with the small-phase theorem.A limitation of the small-phase theorem is the sectorial condition, which states that an operator’s eigenvalues must lie within a specified angle sector of the complex plane. We propose a framework based on Scaled Relative Graphs (SRGs) to remove this assumption. We derive two main results: a graphical set-based stability condition using SRGs and a small-phase theorem with no sectorial assumption. These results broaden the scope of phase analysis and feedback stability for MIMO systems."
10.1137/23m1621320,True,1,False,D,forward:10.1007/s10107-021-01639-w,Convergence Analyses of Davis–Yin Splitting via Scaled Relative Graphs,2025,Jong Min Lee; Soheun Yi; Ernest K. Ryu,SIAM Journal on Optimization,10.1137/23m1621320,https://openalex.org/W4406666663,5,"Abstract. Davis–Yin splitting (DYS) has found a wide range of applications in optimization, but its linear rates of convergence have not been studied extensively. The scaled relative graph (SRG) simplifies the convergence analysis of operator splitting methods by mapping the action of the operator to the complex plane, but the prior SRG theory did not fully apply to the DYS operator. In this work, we formalize an SRG theory for the DYS operator and use it to obtain tighter contraction factors."
appliedfunctionalanalysis,True,0,False,I,backward:10.1006/jmaa.1997.5202,Applied Functional Analysis,1976,A. V. Balakrishnan,,,https://openalex.org/W1565627164,1644,
10.1057/jors.1980.215,True,0,False,I,backward:10.1006/jmaa.1997.5202,Applied Functional Analysis,1980,B. G. Birkhead,Journal of the Operational Research Society,10.1057/jors.1980.215,https://openalex.org/W4298879130,484,"""Applied Functional Analysis."" Journal of the Operational Research Society, 31(12), pp. 1119–1120"
10.24033/bsmf.1403,True,0,False,I,backward:10.1006/jmaa.1997.5202,"Étude sur les variétés et les opérateurs de Julia, avec quelques applications",1949,Jacques Dixmier,Bulletin de la Société mathématique de France,10.24033/bsmf.1403,https://openalex.org/W2583829122,109,"Étude sur les variétés et les opérateurs de Julia, avec quelques applications Bulletin de la S. M."
10.1007/978-94-015-8577-4,True,0,False,I,backward:10.1006/jmaa.1997.5202,"Approximation Theory, Wavelets and Applications",1995,Stefano De Marchı; MORANDI CECCHI; M.,,10.1007/978-94-015-8577-4,https://openalex.org/W568015342,128,
10.1016/0022-247x(86)90085-5,True,0,False,I,backward:10.1006/jmaa.1997.5202,On the von Neumann alternating algorithm in Hilbert space,1986,C. Franchetti; W. A. Light,Journal of Mathematical Analysis and Applications,10.1016/0022-247x(86)90085-5,https://openalex.org/W2045840720,35,
10.1007/978-94-011-2634-2,True,0,False,I,backward:10.1006/jmaa.1997.5202,"Approximation Theory, Spline Functions and Applications",1992,Sankatha Prasad Singh,,10.1007/978-94-011-2634-2,https://openalex.org/W1507655327,49,
10.1016/0378-4754(92)90054-k,True,0,False,I,backward:10.1006/jmaa.1997.5202,"Approximation theory, spline functions and applications",1992,Winslow Ames; Claude Brezinski,Mathematics and Computers in Simulation,10.1016/0378-4754(92)90054-k,https://openalex.org/W240971884,38,
10.1007/s00041-008-9030-4,True,0,False,I,forward:10.1006/jmaa.1997.5202,A Randomized Kaczmarz Algorithm with Exponential Convergence,2008,Thomas Strohmer; Roman Vershynin,Journal of Fourier Analysis and Applications,10.1007/s00041-008-9030-4,https://openalex.org/W2048305372,943,
10.1016/s1570-579x(01)80028-8,True,0,False,I,forward:10.1006/jmaa.1997.5202,The Hybrid Steepest Descent Method for the Variational Inequality Problem Over the Intersection of Fixed Point Sets of Nonexpansive Mappings,2001,Isao Yamada,Studies in computational mathematics,10.1016/s1570-579x(01)80028-8,https://openalex.org/W1546168022,620,
10.1007/s10543-010-0265-5,True,0,False,I,forward:10.1006/jmaa.1997.5202,Randomized Kaczmarz solver for noisy linear systems,2010,Deanna Needell,BIT Numerical Mathematics,10.1007/s10543-010-0265-5,https://openalex.org/W2949745249,216,
10.1109/tsg.2016.2580584,True,0,False,I,forward:10.1006/jmaa.1997.5202,Dynamic State Estimation for Multi-Machine Power System by Unscented Kalman Filter With Enhanced Numerical Stability,2016,Junjian Qi; Kai Sun; Jianhui Wang; Hui Liu,IEEE Transactions on Smart Grid,10.1109/tsg.2016.2580584,https://openalex.org/W2259547337,177,"In this paper, in order to enhance the numerical stability of the unscented Kalman filter (UKF) used for power system dynamic state estimation, a new UKF with guaranteed positive semidifinite estimation error covariance (UKF-GPS) is proposed and compared with five existing approaches, including UKF-schol, UKF-$\boldsymbol {\kappa }$, UKF-modified, UKF-$\boldsymbol {\Delta Q}$, and the square-root UKF (SR-UKF). These methods and the extended Kalman filter (EKF) are tested by performing dynamic state estimation on WSCC 3-machine 9-bus system and NPCC 48-machine 140-bus system. For WSCC system, all methods obtain good estimates. However, for NPCC system, both EKF and the classic UKF fail. It is found that UKF-schol, UKF-$\boldsymbol {\kappa }$, and UKF-$\boldsymbol {\Delta Q}$do not work well in some estimations while UKF-GPS works well in most cases. UKF-modified and SR-UKF can always work well, indicating their better scalability mainly due to the enhanced numerical stability."
10.1007/s11075-011-9451-z,True,0,False,I,forward:10.1006/jmaa.1997.5202,Acceleration of randomized Kaczmarz method via the Johnson–Lindenstrauss Lemma,2011,Yonina C. Eldar; Deanna Needell,Numerical Algorithms,10.1007/s11075-011-9451-z,https://openalex.org/W2036835849,142,
10.1016/j.csda.2013.03.024,True,0,False,I,forward:10.1006/jmaa.1997.5202,OLS with multiple high dimensional category variables,2013,Simen Gaure,Computational Statistics & Data Analysis,10.1016/j.csda.2013.03.024,https://openalex.org/W2083592234,105,
10.32614/rj-2013-031,True,0,False,I,forward:10.1006/jmaa.1997.5202,lfe: Linear Group Fixed Effects,2013,Simen Gaure,The R Journal,10.32614/rj-2013-031,https://openalex.org/W2788641888,104,"Linear models with fixed effects and many dummy variables are common in some fields.Such models are straightforward to estimate unless the factors have too many levels.The R package lfe solves this problem by implementing a generalization of the within transformation to multiple factors, tailored for large problems."
10.1088/0266-5611/31/12/125008,True,0,False,I,forward:10.1006/jmaa.1997.5202,Solving systems of phaseless equations via Kaczmarz methods: a proof of concept study,2015,Ke Wei,Inverse Problems,10.1088/0266-5611/31/12/125008,https://openalex.org/W2962761770,101,"We study the Kaczmarz methods for solving systems of phaseless equations, i.e., the generalized phase retrieval problem. The methods extend the Kaczmarz methods for solving systems of linear equations by integrating a phase selection heuristic in each iteration and overall have the same per iteration computational complexity. Extensive empirical performance comparisons establish the computational advantages of the Kaczmarz methods over other state-of-the-art phase retrieval algorithms both in terms of the number of measurements needed for successful recovery and in terms of computation time. Preliminary convergence analysis is presented for the randomized Kaczmarz methods."
10.1007/s10107-017-1229-1,True,0,False,I,forward:10.1006/jmaa.1997.5202,Linear convergence of the randomized sparse Kaczmarz method,2018,Frank Schöpfer; Dirk A. Lorenz,Mathematical Programming,10.1007/s10107-017-1229-1,https://openalex.org/W2531859882,90,
10.1016/j.laa.2006.07.014,True,0,False,I,forward:10.1006/jmaa.1997.5202,The combination technique and some generalisations,2006,Markus Hegland; Jochen Garcke; Vivien J. Challis,Linear Algebra and its Applications,10.1016/j.laa.2006.07.014,https://openalex.org/W2010452605,84,
efficientrankreductionofcorrelationmatrices1,True,0,False,I,forward:10.1006/jmaa.1997.5202,Efficient Rank Reduction of Correlation Matrices 1,2003,Raoul Pietersz; Patrick J. F. Groenen,,,https://openalex.org/W3125769231,79,"Abstract. A novel algorithm is developed for the problem of finding a low-rank correlation matrix nearest to a given correlation matrix. The algorithm is based on majorization and, therefore, it is globally convergent. The algo-rithm is computationally efficient, is straightforward to implement, and can handle arbitrary weights on the entries of the correlation matrix. A simula-tion study suggests that majorization compares favourably with competing approaches in terms of the quality of the solution within a fixed computa-tional time. The problem of rank reduction of correlation matrices occurs when pricing a derivative dependent on a large number of assets, where the asset prices are modelled as correlated log-normal processes. Mainly, such an application concerns interest rates. Key words: rank, correlation matrix, majorization, lognormal price pro-cesses"
10.48550/arxiv.0905.4482,True,0,False,I,forward:10.1006/jmaa.1997.5202,Topics in Compressed Sensing,2009,Deanna Needell,arXiv (Cornell University),10.48550/arxiv.0905.4482,https://openalex.org/W2169904627,65,"Compressed sensing has a wide range of applications that include error correction, imaging, radar and many more. Given a sparse signal in a high dimensional space, one wishes to reconstruct that signal accurately and efficiently from a number of linear measurements much less than its actual dimension. Although in theory it is clear that this is possible, the difficulty lies in the construction of algorithms that perform the recovery efficiently, as well as determining which kind of linear measurements allow for the reconstruction. There have been two distinct major approaches to sparse recovery that each present different benefits and shortcomings. The first, L1-minimization methods such as Basis Pursuit, use a linear optimization problem to recover the signal. This method provides strong guarantees and stability, but relies on Linear Programming, whose methods do not yet have strong polynomially bounded runtimes. The second approach uses greedy methods that compute the support of the signal iteratively. These methods are usually much faster than Basis Pursuit, but until recently had not been able to provide the same guarantees. This gap between the two approaches was bridged when we developed and analyzed the greedy algorithm Regularized Orthogonal Matching Pursuit (ROMP). ROMP provides similar guarantees to Basis Pursuit as well as the speed of a greedy algorithm. Our more recent algorithm Compressive Sampling Matching Pursuit (CoSaMP) improves upon these guarantees, and is optimal in every important aspect."
10.1007/11830924_45,True,0,False,I,forward:10.1006/jmaa.1997.5202,A Randomized Solver for Linear Systems with Exponential Convergence,2006,Thomas Strohmer; Roman Vershynin,Lecture notes in computer science,10.1007/11830924_45,https://openalex.org/W1547069553,56,
10.1007/s00211-012-0512-6,True,0,False,I,forward:10.1006/jmaa.1997.5202,On the Meany inequality with applications to convergence analysis of several row-action iteration methods,2012,Zhong‐Zhi Bai; Xinguo Liu,Numerische Mathematik,10.1007/s00211-012-0512-6,https://openalex.org/W2065791420,46,
10.1007/s10851-014-0539-7,True,0,False,I,forward:10.1006/jmaa.1997.5202,Block Kaczmarz Method with Inequalities,2014,Jonathan Briskman; Deanna Needell,Journal of Mathematical Imaging and Vision,10.1007/s10851-014-0539-7,https://openalex.org/W2098196222,36,
10.1016/j.jfranklin.2022.09.028,True,0,False,I,forward:10.1006/jmaa.1997.5202,Developing Kaczmarz method for solving Sylvester matrix equations,2022,Soheila Ghoroghi Shafiei; Masoud Hajarian,Journal of the Franklin Institute,10.1016/j.jfranklin.2022.09.028,https://openalex.org/W4297140838,23,
10.1137/21m1450537,True,0,False,I,forward:10.1006/jmaa.1997.5202,Linear Convergence of Randomized Kaczmarz Method for Solving Complex-Valued Phaseless Equations,2022,Meng Huang; Yang Wang,SIAM Journal on Imaging Sciences,10.1137/21m1450537,https://openalex.org/W3203818101,13,"A randomized Kaczmarz method was recently proposed for phase retrieval, which has been shown numerically to exhibit empirical performance over other state-of-the-art phase retrieval algorithms both in terms of the sampling complexity and computation time. While the rate of convergence has been well studied in the real case where the signals and measurement vectors are all real-valued, there is no guarantee for the convergence in the complex case. In fact, the linear convergence of the randomized Kaczmarz method for phase retrieval in the complex setting is left as a conjecture by Tan and Vershynin [ Inf. Inference, 8 (2019), pp. 97--123]. In this paper, we provide the first theoretical guarantees for it. We show that for random measurements ${a}_j \in \mathbb{C}^n,\, j=1,\ldots,m,$ which are drawn independently and uniformly from the complex unit sphere, or equivalently are independent complex Gaussian random vectors, when $m\ge Cn$ for some universal positive constant $C$, the randomized Kaczmarz scheme with a good initialization converges linearly to the target solution (up to a global phase) in expectation with high probability. This gives a positive answer to that conjecture."
10.1109/tac.2016.2605741,True,0,False,I,forward:10.1006/jmaa.1997.5202,Variable Selection and Identification of High-Dimensional Nonparametric Additive Nonlinear Systems,2016,Biqiang Mu; Wei Xing Zheng; Er‐Wei Bai,IEEE Transactions on Automatic Control,10.1109/tac.2016.2605741,https://openalex.org/W2508898866,13,"This paper considers variable selection and identification of dynamic additive nonlinear systems via kernel-based nonparametric approaches, where the number of variables and additive functions may be large. Variable selection aims to find which additive functions contribute and which do not. The proposed variable selection consists of two successive steps. At the first step, one estimates each additive function by kernel-based nonparametric identification approaches without suffering from the curse of dimensionality. At the second step, a nonnegative garrote estimator is applied to identify which additive functions are nonzero by utilizing the obtained nonparametric estimates of each function. Under weak conditions, the nonparametric estimates of each additive function can achieve the same asymptotic properties as for 1D nonparametric identification based on kernel functions. It is also established that the nonnegative garrote estimator turns a consistent estimate for each additive function into a consistent variable selection with probability one as the number of samples tends to infinity. Two simulation examples are presented to verify the effectiveness of the variable selection and identification approaches proposed in the paper."
10.48550/arxiv.1612.07838,True,0,False,I,forward:10.1006/jmaa.1997.5202,"Convergence Rates for Greedy Kaczmarz Algorithms, and Faster Randomized Kaczmarz Rules Using the Orthogonality Graph",2016,Julie Nutini; Behrooz Sepehry; Issam Laradji; Mark Schmidt; Hoyt Koepke; Alim Virani,arXiv (Cornell University),10.48550/arxiv.1612.07838,https://openalex.org/W2567138771,10,"The Kaczmarz method is an iterative algorithm for solving systems of linear equalities and inequalities, that iteratively projects onto these constraints. Recently, Strohmer and Vershynin [J. Fourier Anal. Appl., 15(2):262-278, 2009] gave a non-asymptotic convergence rate analysis for this algorithm, spurring numerous extensions and generalizations of the Kaczmarz method. Rather than the randomized selection rule analyzed in that work, in this paper we instead discuss greedy and approximate greedy selection rules. We show that in some applications the computational costs of greedy and random selection are comparable, and that in many cases greedy selection rules give faster convergence rates than random selection rules. Further, we give the first multi-step analysis of Kaczmarz methods for a particular greedy rule, and propose a provably-faster randomized selection rule for matrices with many pairwise-orthogonal rows."
10.3929/ethz-a-010377352,True,0,False,I,forward:10.1006/jmaa.1997.5202,Convex Optimization with Random Pursuit,2014,Sebastian U. Stich,Repository for Publications and Research Data (ETH Zurich),10.3929/ethz-a-010377352,https://openalex.org/W2136095758,10,
10.1007/s00211-021-01207-6,True,0,False,I,forward:10.1006/jmaa.1997.5202,On the method of reflections,2021,Philippe Laurent; Guillaume Legendre; Julien Salomon,Numerische Mathematik,10.1007/s00211-021-01207-6,https://openalex.org/W2607403852,9,
10.14288/1.0367781,True,0,False,I,forward:10.1006/jmaa.1997.5202,Greed is good : greedy optimization methods for large-scale structured problems,2018,Julie Nutini,cIRcle (University of British Columbia),10.14288/1.0367781,https://openalex.org/W2806297429,8,"This work looks at large-scale machine learning, with a particular focus on greedy methods. A recent trend caused by big datasets is to use optimization methods that have a cheap iteration cost. In this category are (block) coordinate descent and Kaczmarz methods, as the updates of these methods only rely on a reduced subspace of the problem at each iteration. Prior to our work, the literature cast greedy variations of these methods as computationally expensive with comparable convergence rates to randomized versions. In this dissertation, we show that greed is good. Specifically, we show that greedy coordinate descent and Kaczmarz methods have efficient implementations and can be faster than their randomized counterparts for certain common problem structures in machine learning. We show linear convergence for greedy (block) coordinate descent methods under a revived relaxation of strong convexity from 1963, which we call the Polyak-Lojasiewicz (PL) inequality. Of the proposed relaxations of strong convexity in the recent literature, we show that the PL inequality is the weakest condition that still ensures a global minimum. Further, we highlight the exploitable flexibility in block coordinate descent methods, not only in the different types of selection rules possible, but also in the types of updates we can use. We show that using second-order or exact updates with greedy block coordinate descent methods can lead to superlinear or finite convergence (respectively) for popular machine learning problems. Finally, we introduce the notion of “active-set complexity”, which we define as the number of iterations required before an algorithm is guaranteed to reach the optimal active manifold, and show explicit bounds for two common problem instances when using the proximal gradient or the proximal coordinate descent method."
10.1109/lcsys.2017.2698179,True,0,False,I,forward:10.1006/jmaa.1997.5202,Eigenvalue Invariance of Inhomogeneous Matrix Products in Distributed Algorithms,2017,Shaoshuai Mou; Brian D. O. Anderson,IEEE Control Systems Letters,10.1109/lcsys.2017.2698179,https://openalex.org/W2608326745,5,"This letter establishes a general theorem concerning the eigenvalue invariance of certain inhomogeneous matrix products with respect to changes of individual multiplicands' orderings. Instead of detailed entries, it is the zero-nonzero structure that matters in determining such eigenvalue invariance. The theorem is then applied in analyzing the convergence rate of a distributed algorithm for solving linear equations over networks modeled by undirected graphs."
10.1017/cbo9780511840371,True,0,False,D,backward:10.1007/s10107-021-01639-w,Topics in Matrix Analysis,1991,Roger A. Horn; Charles R. Johnson,Cambridge University Press eBooks,10.1017/cbo9780511840371,https://openalex.org/W1488435683,9537,"Building on the foundations of its predecessor volume, Matrix Analysis, this book treats in detail several topics in matrix theory not included in the previous volume, but with important applications and of special mathematical interest. As with the previous volume, the authors assume a background knowledge of elementary linear algebra and rudimentary analytical concepts. Many examples and exercises of varying difficulty are included."
10.4064/fm-3-1-133-181,True,0,False,D,backward:10.1007/s10107-021-01639-w,Sur les opérations dans les ensembles abstraits et leur application aux équations intégrales,1922,Stefan Banach,Fundamenta Mathematicae,10.4064/fm-3-1-133-181,https://openalex.org/W1458771408,3988,
10.1137/0314056,True,0,False,D,backward:10.1007/s10107-021-01639-w,Monotone Operators and the Proximal Point Algorithm,1976,R. T. Rockafellar,SIAM Journal on Control and Optimization,10.1137/0314056,https://openalex.org/W2038497950,3646,"For the problem of minimizing a lower semicontinuous proper convex function f on a Hilbert space, the proximal point algorithm in exact form generates a sequence $\{ z^k \} $ by taking $z^{k + 1} $ to be the minimizes of $f(z) + ({1 / {2c_k }})\| {z - z^k } \|^2 $, where $c_k > 0$. This algorithm is of interest for several reasons, but especially because of its role in certain computational methods based on duality, such as the Hestenes-Powell method of multipliers in nonlinear programming. It is investigated here in a more general form where the requirement for exact minimization at each iteration is weakened, and the subdifferential $\partial f$ is replaced by an arbitrary maximal monotone operator T. Convergence is established under several criteria amenable to implementation. The rate of convergence is shown to be “typically” linear with an arbitrarily good modulus if $c_k $ stays large enough, in fact superlinear if $c_k \to \infty $. The case of $T = \partial f$ is treated in extra detail. Application is also made to a related case corresponding to minimax problems."
10.1007/978-3-319-48311-5,True,0,False,D,backward:10.1007/s10107-021-01639-w,Convex Analysis and Monotone Operator Theory in Hilbert Spaces,2017,Heinz H. Bauschke; Patrick L. Combettes,CMS books in mathematics,10.1007/978-3-319-48311-5,https://openalex.org/W205960364,3490,
10.1007/bf01581204,True,0,False,D,backward:10.1007/s10107-021-01639-w,On the Douglas—Rachford splitting method and the proximal point algorithm for maximal monotone operators,1992,Jonathan Eckstein; Dimitri P. Bertsekas,Mathematical Programming,10.1007/bf01581204,https://openalex.org/W2058532290,2899,
10.1090/s0002-9939-1953-0054846-3,True,0,False,D,backward:10.1007/s10107-021-01639-w,Mean value methods in iteration,1953,W. Robert Mann,Proceedings of the American Mathematical Society,10.1090/s0002-9939-1953-0054846-3,https://openalex.org/W2069435104,2321,"Due largely to the works of Cesaro, Fejer, and Toeplitz, mean value methods have become famous in the summation of divergent series. The purpose of this paper is to show that the same methods can play a somewhat analogous role in the theory of divergent iteration processes. We shall consider iteration from the limited but nevertheless important point of view of an applied mathematician trying to use a method of successive approximations on some boundary value problem which may be either linear or nonlinear. It is now widely known that the Schauder fixpoint theorem [1] is a powerful method for proving existence theorems. If one wishes to use it to prove that a given problem has a solution, he proceeds by associating with the problem a convex compact set E in some Banach space, and a continuous transformation T which carries E into itself. Schauder's theorem asserts that T must have at least one fixpoint, say p, in E. If E and T have been appropriately chosen, it can then usually be shown that any such fixpoint must be a solution of the original problem and conversely. Mathematical literature since about 1935 abounds with illustrations of this technique. We mention here only [2] and [3] which contain the genesis of the present work. Let us then begin with a convex compact set E in a Banach space, and a continuous transformation T carrying E into itself. The problem which we shall consider is that of constructing in E a sequence of elements { x,n } that converge to a fixpoint of T. Ordinarily one starts by choosing more or less arbitrarily an initial point xi in E and then considering the successive iterates { xn } of xi under T, where"
10.1137/0716071,True,0,False,D,backward:10.1007/s10107-021-01639-w,Splitting Algorithms for the Sum of Two Nonlinear Operators,1979,Pierre‐Louis Lions; Bertrand Mercier,SIAM Journal on Numerical Analysis,10.1137/0716071,https://openalex.org/W2019569173,2034,"Splitting algorithms for the sum of two monotone operators. We study two splitting algorithms for (stationary and evolution) problems involving the sum of two monotone operators. These algorithms are well known in the linear case and are here extended to the case of multivalued monotone operators. We prove the convergence of these algorithms, we give some applications to the obstacle problem and to minimization problems; and finally we present numerical computations comparing these algorithms to some other classical methods."
10.1090/s0002-9947-1956-0084194-4,True,0,False,D,backward:10.1007/s10107-021-01639-w,On the numerical solution of heat conduction problems in two and three space variables,1956,Jim Douglas; H.H. Rachford,Transactions of the American Mathematical Society,10.1090/s0002-9947-1956-0084194-4,https://openalex.org/W2003372231,1688,f(iAx
10.1137/1.9781611974997,True,0,False,D,backward:10.1007/s10107-021-01639-w,First-Order Methods in Optimization,2017,Amir Beck,Society for Industrial and Applied Mathematics eBooks,10.1137/1.9781611974997,https://openalex.org/W2763081248,1604,
10.1515/9780691213101,True,0,False,D,backward:10.1007/s10107-021-01639-w,Spectra and Pseudospectra,2005,Lloyd N. Trefethen; Mark Embree,Princeton University Press eBooks,10.1515/9780691213101,https://openalex.org/W149522324,1566,
10.1073/pnas.38.8.716,True,0,False,D,backward:10.1007/s10107-021-01639-w,On the Theory of Dynamic Programming,1952,Richard Bellman,Proceedings of the National Academy of Sciences,10.1073/pnas.38.8.716,https://openalex.org/W2056653303,1021,
